scenario;region;sector;subsector;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin_id;sector_name;subRegion
CO2B;CT;water_td_pri_W;UsaCstNE;UsaCstNE;0.00220685;0.0050277;0.00466805;0.00549801;0.00551785;0.00542577;0.00491523;0.00369053;0.00278046;0.0015962;6.23E-04;km^3;232;Mining;New_England
CO2B;DC;water_td_elec_W;UsaCstE;UsaCstE;0.00240398;0.00147749;0.00123785;0.00230288;0.00113605;0.00153755;0.00215459;0.00138625;0.0010682;9.56E-04;9.74E-04;km^3;233;Electricity;Mid_Atlantic
CO2B;DC;water_td_ind_W;UsaCstE;UsaCstE;6.91E-04;0;0;0;0;3.06E-06;2.76E-05;5.37E-05;8.96E-05;1.49E-04;2.21E-04;km^3;233;Manufacturing;Mid_Atlantic
CO2B;DC;water_td_irr_UsaCstE_W;UsaCstE;UsaCstE;1.74E-04;1.91E-04;1.94E-04;2.03E-04;2.10E-04;2.17E-04;2.18E-04;2.38E-04;2.49E-04;2.58E-04;2.68E-04;km^3;233;Irrigation;Mid_Atlantic
CO2B;DC;water_td_pri_W;UsaCstE;UsaCstE;5.37E-04;0;0;0;0;0;0;0;0;0;0;km^3;233;Mining;Mid_Atlantic
CO2B;DE;water_td_an_W;UsaCstE;UsaCstE;0.00215209;0.00184795;0.00168144;0.00171887;0.0018242;0.00193818;0.00203338;0.00215566;0.00221347;0.00233538;0.00247104;km^3;233;Livestock;Mid_Atlantic
CO2B;DE;water_td_an_W;UsaCstE;desalination;0;4.39E-09;6.03E-10;0;0;0;0;0;0;0;0;km^3;233;Livestock;Mid_Atlantic
CO2B;DE;water_td_elec_W;UsaCstE;UsaCstE;0.802495;0.609641;0.288678;0.084116;0.0373739;0.036855;0.0251828;0.00971031;0.00561895;0.00480322;0.00633295;km^3;233;Electricity;Mid_Atlantic
CO2B;DE;water_td_elec_W;UsaCstE;desalination;2.67E-10;1.45E-06;1.03E-07;0;0;0;0;0;0;0;0;km^3;233;Electricity;Mid_Atlantic
CO2B;DE;water_td_ind_W;UsaCstE;UsaCstE;0.0897577;0.0571259;0.132571;0.416696;0.412885;0.429837;0.440582;0.456648;0.470677;0.478081;0.498014;km^3;233;Manufacturing;Mid_Atlantic
CO2B;DE;water_td_ind_W;UsaCstE;desalination;0;1.36E-07;4.75E-08;0;0;0;0;0;0;0;0;km^3;233;Manufacturing;Mid_Atlantic
CO2B;DE;water_td_irr_UsaCstE_W;UsaCstE;UsaCstE;0.15857;0.183538;0.204664;0.2144;0.222568;0.229868;0.230693;0.25132;0.263029;0.27231;0.2839;km^3;233;Irrigation;Mid_Atlantic
CO2B;DE;water_td_muni_W;UsaCstE;UsaCstE;0.132184;0.141841;0.128316;0.139368;0.139286;0.142165;0.146478;0.150474;0.154403;0.157851;0.161086;km^3;233;Municipal;Mid_Atlantic
CO2B;DE;water_td_muni_W;UsaCstE;desalination;0;3.37E-07;4.60E-08;0;0;0;0;0;0;0;0;km^3;233;Municipal;Mid_Atlantic
CO2B;DE;water_td_pri_W;UsaCstE;UsaCstE;0;0.00247931;9.04E-04;9.04E-04;9.07E-04;8.92E-04;8.08E-04;6.07E-04;4.57E-04;2.62E-04;1.02E-04;km^3;233;Mining;Mid_Atlantic
CO2B;DE;water_td_pri_W;UsaCstE;desalination;0;5.89E-09;3.24E-10;0;0;0;0;0;0;0;0;km^3;233;Mining;Mid_Atlantic
CO2B;FL;water_td_an_W;Caribbean;Caribbean;8.32E-06;3.10E-06;4.24E-06;5.18E-06;5.49E-06;5.84E-06;6.12E-06;6.49E-06;6.67E-06;7.03E-06;7.44E-06;km^3;101;Livestock;Caribbean
CO2B;FL;water_td_an_W;UsaCstSE;UsaCstSE;0.0537576;0.0200314;0.0273737;0.0334486;0.0354983;0.0377164;0.039569;0.0419484;0.0430734;0.0454456;0.0480857;km^3;226;Livestock;South_Atlantic_Gulf
CO2B;FL;water_td_elec_W;Caribbean;Caribbean;0.00379097;0.00714533;0.00528123;0.00507075;0.0045816;0.004521;0.00389904;0.00292355;0.00185973;7.73E-04;5.75E-04;km^3;101;Electricity;Caribbean
CO2B;FL;water_td_elec_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;0;6.90E-09;km^3;101;Electricity;Caribbean
CO2B;FL;water_td_elec_W;UsaCstSE;UsaCstSE;2.40834;4.53931;3.35508;3.22136;2.91061;2.87212;2.47699;1.85728;1.18146;0.491298;0.365048;km^3;226;Electricity;South_Atlantic_Gulf
CO2B;FL;water_td_ind_W;Caribbean;Caribbean;8.97E-04;5.41E-04;4.75E-04;5.45E-04;6.11E-04;6.79E-04;7.33E-04;7.50E-04;7.60E-04;7.77E-04;8.34E-04;km^3;101;Manufacturing;Caribbean
CO2B;FL;water_td_ind_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;0;1.00E-08;km^3;101;Manufacturing;Caribbean
CO2B;FL;water_td_ind_W;UsaCstSE;UsaCstSE;0.555526;0.335225;0.294011;0.337832;0.378444;0.42085;0.453967;0.464462;0.471183;0.481286;0.516621;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B;FL;water_td_irr_Caribbean_W;Caribbean;Caribbean;0.0243747;0.0221728;0.0214938;0.0230454;0.0223517;0.0211015;0.0200947;0.0197063;0.0199698;0.0200402;0.0204213;km^3;101;Irrigation;Caribbean
CO2B;FL;water_td_irr_UsaCstSE_W;UsaCstSE;UsaCstSE;3.55104;3.28131;2.90434;3.00076;3.21737;3.45992;3.66981;3.96;4.16691;4.37704;4.50029;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B;FL;water_td_muni_W;Caribbean;Caribbean;0.00501557;0.00615732;0.00522426;0.00539208;0.0058631;0.00625044;0.00651698;0.00670497;0.00689004;0.00705181;0.00720347;km^3;101;Municipal;Caribbean
CO2B;FL;water_td_muni_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;2.55E-10;8.65E-08;km^3;101;Municipal;Caribbean
CO2B;FL;water_td_muni_W;UsaCstSE;UsaCstSE;3.0682;3.76665;3.19587;3.29852;3.58667;3.82362;3.98667;4.10167;4.21488;4.31385;4.40667;km^3;226;Municipal;South_Atlantic_Gulf
CO2B;FL;water_td_pri_W;Caribbean;Caribbean;5.45E-04;4.98E-04;1.93E-04;2.91E-04;2.92E-04;2.87E-04;2.60E-04;1.95E-04;1.47E-04;8.45E-05;3.30E-05;km^3;101;Mining;Caribbean
CO2B;FL;water_td_pri_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;0;3.96E-10;km^3;101;Mining;Caribbean
CO2B;FL;water_td_pri_W;UsaCstSE;UsaCstSE;0.337837;0.308637;0.119781;0.180264;0.180914;0.177895;0.161156;0.121002;0.0911633;0.0523346;0.0204212;km^3;226;Mining;South_Atlantic_Gulf
CO2B;GA;water_td_an_W;TennR;TennR;9.19E-04;0.00113945;0.00133583;0.00204787;0.00217336;0.00230916;0.00242258;0.00256826;0.00263714;0.00278238;0.00294401;km^3;230;Livestock;Tennessee_River
CO2B;GA;water_td_an_W;UsaCstSE;UsaCstSE;0.0249243;0.0309068;0.0362335;0.055547;0.0589509;0.0626344;0.0657109;0.0696624;0.0715306;0.0754701;0.0798544;km^3;226;Livestock;South_Atlantic_Gulf
CO2B;GA;water_td_elec_W;TennR;TennR;0.0740319;0.100025;0.0925814;0.0567122;0.048732;0.0478942;0.0259778;0.0101947;0.00809115;0.0081546;0.00937972;km^3;230;Electricity;Tennessee_River
CO2B;GA;water_td_elec_W;UsaCstSE;UsaCstSE;2.30115;3.10909;2.87772;1.76279;1.51475;1.4887;0.807473;0.316882;0.251499;0.253471;0.291552;km^3;226;Electricity;South_Atlantic_Gulf
CO2B;GA;water_td_ind_W;TennR;TennR;0.0279251;0.0226015;0.0207116;0.0202166;0.0220289;0.0239677;0.0252824;0.0253168;0.0253498;0.0255175;0.0266452;km^3;230;Manufacturing;Tennessee_River
CO2B;GA;water_td_ind_W;UsaCstSE;UsaCstSE;0.879447;0.71179;0.652271;0.636685;0.693758;0.754818;0.796221;0.797304;0.798343;0.803626;0.839139;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B;GA;water_td_irr_TennR_W;TennR;TennR;0.00161385;0.00196589;0.00196745;0.00205644;0.00217701;0.00231938;0.00243143;0.00278566;0.00302571;0.00331285;0.00348152;km^3;230;Irrigation;Tennessee_River
CO2B;GA;water_td_irr_UsaCstSE_W;UsaCstSE;UsaCstSE;0.459994;0.870091;0.918773;0.949276;1.0178;1.09453;1.16093;1.25273;1.31818;1.38466;1.42365;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B;GA;water_td_muni_W;TennR;TennR;0.0451684;0.0552272;0.0522842;0.049912;0.0528682;0.0551858;0.0570323;0.0584009;0.059749;0.0608685;0.061904;km^3;230;Municipal;Tennessee_River
CO2B;GA;water_td_muni_W;UsaCstSE;UsaCstSE;1.42317;1.74011;1.64738;1.57263;1.66578;1.7388;1.79698;1.8401;1.88258;1.91785;1.95048;km^3;226;Municipal;South_Atlantic_Gulf
CO2B;GA;water_td_pri_W;TennR;TennR;3.69E-04;0.00233369;8.75E-04;8.19E-04;8.22E-04;8.08E-04;7.32E-04;5.50E-04;4.14E-04;2.38E-04;9.28E-05;km^3;230;Mining;Tennessee_River
CO2B;GA;water_td_pri_W;UsaCstSE;UsaCstSE;0.0120379;0.0761779;0.0285477;0.0267382;0.0268347;0.0263869;0.023904;0.0179479;0.0135221;0.00776271;0.00302905;km^3;226;Mining;South_Atlantic_Gulf
CO2B;HI;water_td_an_W;Hawaii;Hawaii;0.00493982;0.00233248;0.00234888;0.0020652;0.00219176;0.00232871;0.00244309;0.00259001;0.00265947;0.00280593;0.00296894;km^3;234;Livestock;Hawaii
CO2B;HI;water_td_elec_W;Hawaii;Hawaii;0.0113522;0.0148764;0.0147025;0.0133428;0.0119092;0.0115912;0.010321;0.00751736;0.0054135;0.0060194;0.0103162;km^3;234;Electricity;Hawaii
CO2B;HI;water_td_ind_W;Hawaii;Hawaii;0.0594885;0.0404096;0.00639646;3.32E-04;3.56E-04;3.90E-04;5.77E-04;7.04E-04;9.62E-04;0.00174173;0.00315047;km^3;234;Manufacturing;Hawaii
CO2B;HI;water_td_muni_W;Hawaii;Hawaii;0.342508;0.377212;0.389438;0.379947;0.379023;0.381025;0.390429;0.401555;0.412786;0.423265;0.433452;km^3;234;Municipal;Hawaii
CO2B;HI;water_td_pri_W;Hawaii;Hawaii;0.00148108;0.00295611;0.00160505;0.00127915;0.00128377;0.00126234;0.00114356;8.59E-04;6.47E-04;3.71E-04;1.45E-04;km^3;234;Mining;Hawaii
CO2B;IA;water_td_an_W;MissouriR;MissouriR;0.0335347;0.0407841;0.0543922;0.065919;0.0699586;0.0743299;0.0779809;0.0826702;0.0848872;0.0895623;0.0947653;km^3;223;Livestock;Missouri_River
CO2B;IA;water_td_an_W;MissppRN;MissppRN;0.0740334;0.0900376;0.12008;0.145527;0.154445;0.164095;0.172156;0.182508;0.187402;0.197724;0.20921;km^3;218;Livestock;Upper_Mississippi
CO2B;IA;water_td_elec_W;MissouriR;MissouriR;0.604566;0.813819;0.939012;0.642884;0.616606;0.609333;0.325692;0.0807853;0.0237371;0.0201873;0.025374;km^3;223;Electricity;Missouri_River
CO2B;IA;water_td_elec_W;MissppRN;MissppRN;2.06587;2.78092;3.20871;2.19681;2.10701;2.08216;1.11293;0.276053;0.0811124;0.0689822;0.086706;km^3;218;Electricity;Upper_Mississippi
CO2B;IA;water_td_ind_W;MissouriR;MissouriR;0.0692228;0.0598622;0.0395618;0.0908149;0.0929696;0.0983038;0.0998855;0.102474;0.10623;0.110319;0.115975;km^3;223;Manufacturing;Missouri_River
CO2B;IA;water_td_ind_W;MissppRN;MissppRN;0.233594;0.202006;0.133502;0.306456;0.313728;0.331728;0.337065;0.345801;0.358476;0.372274;0.391361;km^3;218;Manufacturing;Upper_Mississippi
CO2B;IA;water_td_irr_MissouriR_W;MissouriR;MissouriR;0.0208282;0.0371717;0.049286;0.0555838;0.0590289;0.0608442;0.0621177;0.0739429;0.0812368;0.0915047;0.0969344;km^3;223;Irrigation;Missouri_River
CO2B;IA;water_td_irr_MissppRN_W;MissppRN;MissppRN;0.0423389;0.0373682;0.0315021;0.0349609;0.0362522;0.0371887;0.0376984;0.0406929;0.0427188;0.0446068;0.0460354;km^3;218;Irrigation;Upper_Mississippi
CO2B;IA;water_td_muni_W;MissouriR;MissouriR;0.115999;0.136547;0.136099;0.13329;0.133723;0.136359;0.140131;0.14352;0.146935;0.149832;0.152473;km^3;223;Municipal;Missouri_River
CO2B;IA;water_td_muni_W;MissppRN;MissppRN;0.391795;0.461198;0.459684;0.450197;0.451661;0.460565;0.473305;0.484751;0.496285;0.506071;0.514992;km^3;218;Municipal;Upper_Mississippi
CO2B;IA;water_td_pri_W;MissouriR;MissouriR;0.00875791;0.0181338;0.0203644;0.0252754;0.0253666;0.0249433;0.0225963;0.0169661;0.0127823;0.00733803;0.00286334;km^3;223;Mining;Missouri_River
CO2B;IA;water_td_pri_W;MissppRN;MissppRN;0.027625;0.0571992;0.0642352;0.079726;0.0800137;0.0786785;0.0712752;0.0535159;0.0403192;0.0231463;0.00903179;km^3;218;Mining;Upper_Mississippi
CO2B;ID;water_td_an_W;GreatBasin;GreatBasin;0.00171123;0.0019348;0.00237435;0.00253568;0.00269107;0.00285922;0.00299966;0.00318004;0.00326532;0.00344516;0.0036453;km^3;222;Livestock;Great
CO2B;ID;water_td_an_W;MissouriR;MissouriR;1.74E-04;1.97E-04;2.41E-04;2.58E-04;2.73E-04;2.90E-04;3.05E-04;3.23E-04;3.32E-04;3.50E-04;3.70E-04;km^3;223;Livestock;Missouri_River
CO2B;ID;water_td_an_W;UsaPacNW;UsaPacNW;0.0420648;0.0475606;0.0583655;0.0623312;0.0661509;0.0702843;0.0737366;0.0781707;0.080267;0.0846877;0.0896074;km^3;229;Livestock;Pacific_Northwest
CO2B;ID;water_td_elec_W;GreatBasin;GreatBasin;6.59E-06;7.11E-05;8.51E-05;1.66E-04;1.24E-04;1.26E-04;1.20E-04;1.25E-04;1.56E-04;2.71E-04;4.30E-04;km^3;222;Electricity;Great
CO2B;ID;water_td_elec_W;MissouriR;MissouriR;5.20E-06;5.61E-05;6.72E-05;1.31E-04;9.79E-05;9.90E-05;9.48E-05;9.85E-05;1.23E-04;2.14E-04;3.39E-04;km^3;223;Electricity;Missouri_River
CO2B;ID;water_td_elec_W;UsaPacNW;UsaPacNW;3.52E-04;0.00380184;0.00455574;0.00887597;0.00663829;0.00671524;0.00643056;0.00668363;0.00835789;0.014516;0.0230226;km^3;229;Electricity;Pacific_Northwest
CO2B;ID;water_td_ind_W;GreatBasin;GreatBasin;0.00567792;0.00183319;0.00144196;0.00167136;0.00192784;0.00218667;0.00236026;0.00248981;0.00262625;0.00276808;0.00294838;km^3;222;Manufacturing;Great
CO2B;ID;water_td_ind_W;MissouriR;MissouriR;1.59E-04;5.12E-05;4.03E-05;4.67E-05;5.39E-05;6.11E-05;6.59E-05;6.96E-05;7.34E-05;7.73E-05;8.24E-05;km^3;223;Manufacturing;Missouri_River
CO2B;ID;water_td_ind_W;UsaPacNW;UsaPacNW;0.264638;0.0854418;0.0672072;0.0778992;0.0898534;0.101917;0.110008;0.116046;0.122405;0.129016;0.137419;km^3;229;Manufacturing;Pacific_Northwest
CO2B;ID;water_td_irr_GreatBasin_W;GreatBasin;GreatBasin;0.168192;0.169106;0.153538;0.151282;0.1583;0.173092;0.173382;0.202096;0.216027;0.218377;0.233651;km^3;222;Irrigation;Great
CO2B;ID;water_td_irr_MissouriR_W;MissouriR;MissouriR;0.0290869;0.0389777;0.04002;0.0451338;0.0479312;0.0494052;0.0504393;0.0600413;0.0659639;0.0743014;0.0787103;km^3;223;Irrigation;Missouri_River
CO2B;ID;water_td_irr_UsaPacNW_W;UsaPacNW;UsaPacNW;7.36709;7.90457;7.78027;7.74822;7.97625;8.62717;8.99818;10.6765;11.5691;12.4231;13.1401;km^3;229;Irrigation;Pacific_Northwest
CO2B;ID;water_td_muni_W;GreatBasin;GreatBasin;0.00723124;0.00968402;0.00923563;0.0100594;0.0111296;0.0120831;0.012724;0.0131167;0.0135023;0.013846;0.014188;km^3;222;Municipal;Great
CO2B;ID;water_td_muni_W;MissouriR;MissouriR;1.48E-04;1.98E-04;1.89E-04;2.06E-04;2.28E-04;2.47E-04;2.60E-04;2.68E-04;2.76E-04;2.83E-04;2.90E-04;km^3;223;Municipal;Missouri_River
CO2B;ID;water_td_muni_W;UsaPacNW;UsaPacNW;0.336178;0.450207;0.429362;0.46766;0.517412;0.561738;0.591533;0.609791;0.627719;0.643695;0.659597;km^3;229;Municipal;Pacific_Northwest
CO2B;ID;water_td_pri_W;GreatBasin;GreatBasin;1.85E-04;7.92E-04;4.42E-04;6.61E-04;6.64E-04;6.53E-04;5.91E-04;4.44E-04;3.34E-04;1.92E-04;7.49E-05;km^3;222;Mining;Great
CO2B;ID;water_td_pri_W;MissouriR;MissouriR;5.89E-06;2.52E-05;1.41E-05;2.11E-05;2.12E-05;2.08E-05;1.89E-05;1.42E-05;1.07E-05;6.12E-06;2.39E-06;km^3;223;Mining;Missouri_River
CO2B;ID;water_td_pri_W;UsaPacNW;UsaPacNW;0.00878181;0.0376601;0.0210156;0.0314631;0.0315766;0.0310497;0.0281281;0.0211195;0.0159116;0.00913445;0.00356431;km^3;229;Mining;Pacific_Northwest
CO2B;IL;water_td_an_W;MissppRN;MissppRN;0.0401365;0.0365605;0.0396243;0.0397751;0.0422125;0.0448501;0.0470531;0.0498826;0.0512203;0.0540413;0.0571807;km^3;218;Livestock;Upper_Mississippi
CO2B;IL;water_td_an_W;MissppRS;MissppRS;2.69E-05;2.45E-05;2.66E-05;2.67E-05;2.83E-05;3.01E-05;3.15E-05;3.34E-05;3.43E-05;3.62E-05;3.83E-05;km^3;219;Livestock;Lower_Mississippi_River
CO2B;IL;water_td_an_W;OhioR;OhioR;0.00671946;0.00612079;0.00663371;0.00665895;0.00706702;0.00750859;0.00787741;0.00835111;0.00857507;0.00904734;0.00957292;km^3;228;Livestock;Ohio_River
CO2B;IL;water_td_elec_W;GreatLakes;GreatLakes;0.124868;0.182141;0.186346;0.160587;0.131896;0.123587;0.0894507;0.0542704;0.0403797;0.039466;0.0361882;km^3;227;Electricity;Great_Lakes
CO2B;IL;water_td_elec_W;MissppRN;MissppRN;9.09302;13.2637;13.5699;11.6941;9.60485;8.99972;6.51391;3.95203;2.94049;2.87396;2.63527;km^3;218;Electricity;Upper_Mississippi
CO2B;IL;water_td_elec_W;MissppRS;MissppRS;1.42E-04;2.07E-04;2.12E-04;1.82E-04;1.50E-04;1.40E-04;1.02E-04;6.16E-05;4.58E-05;4.48E-05;4.11E-05;km^3;219;Electricity;Lower_Mississippi_River
CO2B;IL;water_td_elec_W;OhioR;OhioR;0.641796;0.93617;0.957781;0.825385;0.677921;0.63521;0.459759;0.278939;0.207543;0.202847;0.186;km^3;228;Electricity;Ohio_River
CO2B;IL;water_td_ind_W;GreatLakes;GreatLakes;0.0643255;0.0504098;0.0540844;0.0596879;0.0614459;0.06533;0.0673325;0.070297;0.0739364;0.0777809;0.0830326;km^3;227;Manufacturing;Great_Lakes
CO2B;IL;water_td_ind_W;MissppRN;MissppRN;0.532394;0.41722;0.447634;0.494011;0.508561;0.540709;0.557282;0.581818;0.61194;0.643759;0.687225;km^3;218;Manufacturing;Upper_Mississippi
CO2B;IL;water_td_ind_W;MissppRS;MissppRS;3.13E-06;2.45E-06;2.63E-06;2.90E-06;2.99E-06;3.17E-06;3.27E-06;3.42E-06;3.59E-06;3.78E-06;4.03E-06;km^3;219;Manufacturing;Lower_Mississippi_River
CO2B;IL;water_td_ind_W;OhioR;OhioR;0.0446361;0.0349799;0.0375297;0.041418;0.0426379;0.0453332;0.0467227;0.0487798;0.0513052;0.0539729;0.0576171;km^3;228;Manufacturing;Ohio_River
CO2B;IL;water_td_irr_GreatLakes_W;GreatLakes;GreatLakes;1.93E-04;4.71E-04;3.49E-04;3.74E-04;3.87E-04;3.98E-04;3.98E-04;4.26E-04;4.42E-04;4.54E-04;4.71E-04;km^3;227;Irrigation;Great_Lakes
CO2B;IL;water_td_irr_MissppRN_W;MissppRN;MissppRN;0.34204;0.840554;0.709869;0.787809;0.816907;0.838011;0.849496;0.916976;0.962626;1.00517;1.03736;km^3;218;Irrigation;Upper_Mississippi
CO2B;IL;water_td_irr_MissppRS_W;MissppRS;MissppRS;4.36E-04;0.00147423;0.00144439;0.0015295;0.00158208;0.0016223;0.00161326;0.0016734;0.00172983;0.00183633;0.00187572;km^3;219;Irrigation;Lower_Mississippi_River
CO2B;IL;water_td_irr_OhioR_W;OhioR;OhioR;0.0877145;0.178401;0.167567;0.185428;0.192406;0.1967;0.198316;0.219098;0.233019;0.253498;0.262091;km^3;228;Irrigation;Ohio_River
CO2B;IL;water_td_muni_W;GreatLakes;GreatLakes;0.0251782;0.0229847;0.0203669;0.0199911;0.019847;0.0202003;0.0208678;0.0215059;0.0221641;0.0227731;0.023359;km^3;227;Municipal;Great_Lakes
CO2B;IL;water_td_muni_W;MissppRN;MissppRN;2.52598;2.30592;2.04329;2.00559;1.99113;2.02657;2.09354;2.15756;2.22359;2.28469;2.34347;km^3;218;Municipal;Upper_Mississippi
CO2B;IL;water_td_muni_W;MissppRS;MissppRS;3.97E-05;3.62E-05;3.21E-05;3.15E-05;3.13E-05;3.18E-05;3.29E-05;3.39E-05;3.49E-05;3.59E-05;3.68E-05;km^3;219;Municipal;Lower_Mississippi_River
CO2B;IL;water_td_muni_W;OhioR;OhioR;0.17662;0.161233;0.142869;0.140233;0.139222;0.141701;0.146383;0.150859;0.155476;0.159749;0.163859;km^3;228;Municipal;Ohio_River
CO2B;IL;water_td_pri_W;GreatLakes;GreatLakes;0.00338648;0.00596939;0.00342799;0.00353766;0.00355042;0.00349117;0.00316267;0.00237464;0.00178907;0.00102706;4.01E-04;km^3;227;Mining;Great_Lakes
CO2B;IL;water_td_pri_W;MissppRN;MissppRN;0.0908228;0.160095;0.0919363;0.0948773;0.0952197;0.0936308;0.0848206;0.0636862;0.0479816;0.0275451;0.0107482;km^3;218;Mining;Upper_Mississippi
CO2B;IL;water_td_pri_W;MissppRS;MissppRS;1.17E-06;2.06E-06;1.18E-06;1.22E-06;1.23E-06;1.21E-06;1.09E-06;8.20E-07;6.18E-07;3.55E-07;1.38E-07;km^3;219;Mining;Lower_Mississippi_River
CO2B;IL;water_td_pri_W;OhioR;OhioR;0.0069426;0.0122378;0.00702772;0.00725254;0.00727871;0.00715725;0.00648379;0.00486825;0.00366777;0.00210558;8.22E-04;km^3;228;Mining;Ohio_River
CO2B;IN;water_td_an_W;GreatLakes;GreatLakes;0.00384793;0.00405907;0.0046798;0.00467089;0.00495713;0.00526687;0.00552557;0.00585785;0.00601494;0.00634621;0.00671488;km^3;227;Livestock;Great_Lakes
CO2B;IN;water_td_an_W;MissppRN;MissppRN;0.00236706;0.00249695;0.00287879;0.00287331;0.00304939;0.00323993;0.00339907;0.00360347;0.00370011;0.00390389;0.00413068;km^3;218;Livestock;Upper_Mississippi
CO2B;IN;water_td_an_W;OhioR;OhioR;0.035156;0.037085;0.0427563;0.0426749;0.04529;0.0481199;0.0504835;0.0535193;0.0549546;0.0579812;0.0613495;km^3;228;Livestock;Ohio_River
CO2B;IN;water_td_elec_W;GreatLakes;GreatLakes;1.2732;1.6166;1.52088;1.07979;1.0615;1.05153;0.564442;0.13389;0.0365206;0.0226506;0.03061;km^3;227;Electricity;Great_Lakes
CO2B;IN;water_td_elec_W;MissppRN;MissppRN;0.645299;0.81935;0.770832;0.547276;0.538005;0.532953;0.286079;0.0678598;0.0185099;0.0114801;0.0155142;km^3;218;Electricity;Upper_Mississippi
CO2B;IN;water_td_elec_W;OhioR;OhioR;5.96824;7.57799;7.12926;5.06165;4.9759;4.92917;2.64588;0.627621;0.171194;0.106177;0.143487;km^3;228;Electricity;Ohio_River
CO2B;IN;water_td_ind_W;GreatLakes;GreatLakes;0.607903;0.538974;0.540372;0.559915;0.583427;0.623254;0.63107;0.643005;0.663197;0.678905;0.711026;km^3;227;Manufacturing;Great_Lakes
CO2B;IN;water_td_ind_W;MissppRN;MissppRN;0.245219;0.217414;0.217978;0.225861;0.235346;0.251411;0.254564;0.259378;0.267523;0.27386;0.286817;km^3;218;Manufacturing;Upper_Mississippi
CO2B;IN;water_td_ind_W;OhioR;OhioR;2.57665;2.28449;2.29041;2.37325;2.47291;2.64172;2.67485;2.72543;2.81102;2.8776;3.01375;km^3;228;Manufacturing;Ohio_River
CO2B;IN;water_td_irr_GreatLakes_W;GreatLakes;GreatLakes;0.0373296;0.0770208;0.0839177;0.0898332;0.0930835;0.0957757;0.0956501;0.102375;0.1063;0.109085;0.113175;km^3;227;Irrigation;Great_Lakes
CO2B;IN;water_td_irr_MissppRN_W;MissppRN;MissppRN;0.0710686;0.0610961;0.0685065;0.0760282;0.0788363;0.080873;0.0819813;0.0884935;0.092899;0.0970049;0.100112;km^3;218;Irrigation;Upper_Mississippi
CO2B;IN;water_td_irr_OhioR_W;OhioR;OhioR;0.171902;0.192535;0.204577;0.226384;0.234903;0.240145;0.242118;0.26749;0.284486;0.309488;0.319978;km^3;228;Irrigation;Ohio_River
CO2B;IN;water_td_muni_W;GreatLakes;GreatLakes;0.156514;0.173293;0.169398;0.163704;0.167376;0.172275;0.178064;0.182778;0.187641;0.192024;0.196224;km^3;227;Municipal;Great_Lakes
CO2B;IN;water_td_muni_W;MissppRN;MissppRN;0.0871063;0.0964439;0.0942763;0.0911075;0.0931512;0.0958775;0.0990995;0.101723;0.10443;0.106868;0.109206;km^3;218;Municipal;Upper_Mississippi
CO2B;IN;water_td_muni_W;OhioR;OhioR;0.754006;0.834834;0.816071;0.788641;0.806332;0.829931;0.857821;0.880529;0.90396;0.925071;0.945306;km^3;228;Municipal;Ohio_River
CO2B;IN;water_td_pri_W;GreatLakes;GreatLakes;0.0177166;0.0270255;0.0159129;0.0297564;0.0298638;0.0293655;0.0266023;0.0199739;0.0150485;0.00863898;0.00337097;km^3;227;Mining;Great_Lakes
CO2B;IN;water_td_pri_W;MissppRN;MissppRN;0.00748396;0.0114163;0.00672204;0.0125699;0.0126152;0.0124047;0.0112375;0.00843751;0.00635687;0.00364933;0.00142398;km^3;218;Mining;Upper_Mississippi
CO2B;IN;water_td_pri_W;OhioR;OhioR;0.0792366;0.12087;0.0711697;0.133084;0.133564;0.131335;0.118977;0.0893322;0.0673034;0.0386373;0.0150765;km^3;228;Mining;Ohio_River
CO2B;KS;water_td_an_W;ArkWhtRedR;ArkWhtRedR;0.0552057;0.0687525;0.0825744;0.0752198;0.0798294;0.0848174;0.0889836;0.0943345;0.0968643;0.102199;0.108136;km^3;224;Livestock;Arkansas_White_Red
CO2B;KS;water_td_an_W;MissouriR;MissouriR;0.0426372;0.0530999;0.0637751;0.0580948;0.0616549;0.0655074;0.068725;0.0728578;0.0748116;0.0789318;0.0835172;km^3;223;Livestock;Missouri_River
CO2B;KS;water_td_elec_W;ArkWhtRedR;ArkWhtRedR;0.418001;0.616478;0.545623;0.426451;0.373763;0.377271;0.253304;0.186206;0.194393;0.163889;0.234027;km^3;224;Electricity;Arkansas_White_Red
CO2B;KS;water_td_elec_W;MissouriR;MissouriR;0.732457;1.08025;0.956087;0.747264;0.65494;0.661087;0.443861;0.326286;0.340632;0.287181;0.410082;km^3;223;Electricity;Missouri_River
CO2B;KS;water_td_ind_W;ArkWhtRedR;ArkWhtRedR;0.0338336;0.0264999;0.0254938;0.0241207;0.0251894;0.0266913;0.0275948;0.0287287;0.0299362;0.0311197;0.0331586;km^3;224;Manufacturing;Arkansas_White_Red
