scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;technology;CCS;technology_code;grid
Reference;TN;coal_int_conv pul 1981-1985;0;0;0;4.30E-05;4.29E-05;4.29E-05;4.29E-05;4.29E-05;4.26E-05;4.14E-05;3.69E-05;EJ;coal;no CCS;c coal;Southeast
Reference;TN;coal_int_conv pul 1991-1995;0;0;0;1.10E-04;1.10E-04;1.10E-04;1.10E-04;1.10E-04;1.10E-04;1.10E-04;1.10E-04;EJ;coal;no CCS;c coal;Southeast
Reference;TN;coal_int_conv pul before 1950;0;0;0;6.71E-05;3.85E-05;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;TN;coal_int_conv pul_retire_2020;0.029953677;0.030912098;0.022428128;0.004692602;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;TN;coal_peak_conv pul;5.18E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;TN;coal_peak_conv pul_retire_2020;2.36E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;TN;coal_subpeak_conv pul;0.003846365;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;TN;coal_subpeak_conv pul_retire_2020;0.001753581;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;TN;gas_base_CC;0;0;0.001525289;0.001500754;0.016772536;0.025842734;0.043222901;0.068983201;0.100603188;0.130128533;0.156136096;EJ;gas;no CCS;b natural gas;Southeast
Reference;TN;gas_int_CC;1.17E-04;0.001611207;0.006847845;0.027576221;0.033194101;0.036477885;0.040212038;0.043915367;0.048335752;0.052840151;0.059389206;EJ;gas;no CCS;b natural gas;Southeast
Reference;TN;gas_peak_CC;4.60E-06;8.12E-05;4.64E-05;3.10E-04;2.64E-04;2.40E-04;2.09E-04;1.74E-04;1.37E-04;1.02E-04;7.23E-05;EJ;gas;no CCS;b natural gas;Southeast
Reference;TN;gas_peak_steam/CT;3.40E-06;2.85E-05;3.59E-05;1.64E-04;1.32E-04;1.14E-04;9.24E-05;7.79E-05;6.37E-05;4.89E-05;3.52E-05;EJ;gas;no CCS;b natural gas;Southeast
Reference;TN;gas_subpeak_CC;3.06E-05;5.40E-04;9.46E-04;0.002093243;0.001818852;0.001678138;0.00148489;0.00126279;0.001030448;8.22E-04;6.62E-04;EJ;gas;no CCS;b natural gas;Southeast
Reference;TN;gas_subpeak_steam/CT;2.26E-05;1.90E-04;7.33E-04;0.001106269;9.44E-04;8.39E-04;7.00E-04;6.07E-04;5.17E-04;4.31E-04;3.59E-04;EJ;gas;no CCS;b natural gas;Southeast
Reference;TN;hydro_base;0.0339897;0.0313588;0.0297279;0.0349637;0.0408271;0.0407644;0.04072;0.040726;0.0406347;0.0402939;0.0403388;EJ;hydro;no CCS;f hydro;Southeast
Reference;TN;nuc_base_Gen II;0.0534371;0.10377;0.103815;0.0935869;0.0934082;0.0930494;0.0919794;0.0888844;0.0806657;0.0630207;0.0379102;EJ;nuclear;no CCS;e nuclear;Southeast
Reference;TN;nuc_base_Gen III;0;0;0;0;0;0;0.00283782;0.00685369;0.01184894;0.01675063;0.0214932;EJ;nuclear;no CCS;e nuclear;Southeast
Reference;TN;refined liquids_base_steam/CT;0;0;0;6.06E-04;7.27E-05;5.84E-05;4.64E-05;3.40E-05;2.71E-05;2.17E-05;1.82E-05;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;TN;refined liquids_int_steam/CT;3.78E-04;6.93E-04;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;TN;refined liquids_peak_steam/CT;0;0;4.48E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;TN;refined liquids_subpeak_steam/CT;9.45E-05;1.73E-04;4.48E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;TN;rooftop_pv;0;0;0;0;4.30E-04;0.00120593;0.00269944;0.00306438;0.00314922;0.00343387;0.00416318;EJ;rooftop_pv;no CCS;h solar;Southeast
Reference;TN;wind_base;0;1.19E-05;1.47E-04;1.67E-04;0.006871314;0.012289674;0.021609544;0.035327044;0.052448044;0.06903165;0.07867733;EJ;wind;no CCS;g wind;Southeast
Reference;TN;wind_base_storage;0;0;0;0;2.21E-04;3.81E-04;6.35E-04;9.91E-04;0.0014244;0.001841588;0.002019235;EJ;wind;no CCS;g wind;Southeast
Reference;TX;CSP_base_storage;0;0;0;0;0.00110487;0.00180836;0.002659372;0.003440201;0.00426239;0.00549382;0.00608226;EJ;solar;no CCS;h solar;Texas
Reference;TX;CSP_int;0;0;0;0;0.0028531;0.00672902;0.01399778;0.02180506;0.0308753;0.04393992;0.0537941;EJ;solar;no CCS;h solar;Texas
Reference;TX;CSP_peak;0;0;0;0;1.65E-04;3.07E-04;5.04E-04;7.04E-04;9.35E-04;0.001196466;0.001566416;EJ;solar;no CCS;h solar;Texas
Reference;TX;CSP_subpeak;4.68E-04;4.21E-04;6.21E-04;0.00250294;0.003118674;0.003862152;0.004950458;0.006038366;0.00729097;0.01041669;0.012221176;EJ;solar;no CCS;h solar;Texas
Reference;TX;PV_base_storage;0;0;0;0;2.16E-04;3.67E-04;5.56E-04;7.34E-04;9.24E-04;0.001212664;0.00139639;EJ;solar;no CCS;h solar;Texas
Reference;TX;PV_int;0;0;0;0;0.0237689;0.0606504;0.1323509;0.2024858;0.2713487;0.3438002;0.3830976;EJ;solar;no CCS;h solar;Texas
Reference;TX;PV_peak;0;0;0;0;0.00137378;0.00272883;0.0046701;0.00646852;0.00822314;0.00967086;0.01095155;EJ;solar;no CCS;h solar;Texas
Reference;TX;PV_subpeak;0;0;7.50E-05;0.00188359;0.0070132;0.01408782;0.02482312;0.03459607;0.04410607;0.07343688;0.08031887;EJ;solar;no CCS;h solar;Texas
Reference;TX;biomass_base_IGCC;0;0;0;0;1.64E-04;2.64E-04;4.14E-04;5.81E-04;7.90E-04;0.001234575;0.002070061;EJ;biomass;no CCS;d biomass;Texas
Reference;TX;biomass_base_conv;4.07E-04;3.77E-04;6.26E-04;0.00128702;3.81E-04;4.81E-04;6.59E-04;8.21E-04;0.00101516;0.001541533;0.002469083;EJ;biomass;no CCS;d biomass;Texas
Reference;TX;biomass_int_IGCC;0;0;0;0;5.37E-05;1.02E-04;1.51E-04;2.05E-04;2.77E-04;4.42E-04;6.03E-04;EJ;biomass;no CCS;d biomass;Texas
Reference;TX;biomass_int_conv;4.07E-04;3.77E-04;6.26E-04;0.00128702;4.82E-04;6.70E-04;5.84E-04;6.01E-04;6.69E-04;9.73E-04;0.001194194;EJ;biomass;no CCS;d biomass;Texas
Reference;TX;coal_base_conv pul;0.3316945;0.4241821;0.4621863;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_base_conv pul 1976-1980;0;0;0;0.1744014;0.174257;0.1740635;0.1732399;0.1696229;0.1552289;0.1124617;0.05035168;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_base_conv pul 1981-1985;0;0;0;0.07970368;0.07964401;0.07957726;0.07929733;0.0780579;0.07300587;0.056594;0.02820932;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_base_conv pul 1986-1990;0;0;0;0.04210715;0.04208484;0.04208191;0.04207791;0.04205526;0.04199055;0.04171083;0.04056163;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_base_conv pul 1991-1995;0;0;0;0.01501108;0.01500319;0.0150023;0.01500162;0.01499685;0.0149887;0.01495513;0.01482875;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_base_conv pul 2006-2010;0;0;0;0.03827992;0.0382598;0.03825768;0.03825683;0.03824835;0.03824375;0.03823103;0.03823158;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_base_conv pul 2011-2015;0;0;0;0.04215866;0.04213656;0.0421341;0.0421332;0.0421238;0.04211891;0.04210497;0.04210628;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_base_conv pul_retire_2020;0.02918725;0.03732565;0.04066984;0.03446403;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul;0.09734715;0.1060456;0.0681905;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul 1976-1980;0;0;0;0.02573102;0.02572197;0.02569449;0.02557143;0.02504169;0.02291922;0.01661082;0.007436426;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul 1981-1985;0;0;0;0.0117594;0.01175621;0.01174683;0.01170486;0.01152379;0.01077916;0.008359041;0.004166222;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul 1986-1990;0;0;0;0.006212442;0.00621213;0.006211927;0.006210989;0.006208665;0.006199805;0.006160779;0.005990547;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul 1991-1995;0;0;0;0.002214718;0.002214617;0.002214566;0.002214347;0.002214009;0.002213045;0.002208903;0.002190052;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul 2006-2010;0;0;0;0.005647774;0.005647518;0.005647429;0.005646974;0.005646649;0.005646614;0.00564679;0.005646406;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul 2011-2015;0;0;0;0.006220039;0.00621975;0.006219648;0.006219154;0.006218789;0.006218761;0.006218991;0.006218662;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_int_conv pul_retire_2020;0.008566008;0.009331433;0.006000382;0.005084795;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_peak_conv pul;5.53E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_peak_conv pul_retire_2020;4.87E-05;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_subpeak_conv pul;0.00392599;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;coal_subpeak_conv pul_retire_2020;3.45E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
Reference;TX;gas_base_CC;0.13976268;0.24807038;0.15286138;0.32456379;0.34250501;0.38307702;0.45738108;0.51604536;0.57841728;0.68686195;0.84823876;EJ;gas;no CCS;b natural gas;Texas
Reference;TX;gas_int_CC;0.19027675;0.33773143;0.40476374;0.42095102;0.41710019;0.429280217;0.432067735;0.426818476;0.422934343;0.447552142;0.472022257;EJ;gas;no CCS;b natural gas;Texas
Reference;TX;gas_peak_CC;0.002248023;0.005138543;0.004090938;0.005210108;0.004435872;0.00403988;0.00351608;0.002912239;0.002278395;0.00169176;0.001194124;EJ;gas;no CCS;b natural gas;Texas
Reference;TX;gas_peak_steam/CT;0.001665368;0.001807447;0.00317077;0.002753645;0.002245417;0.001948545;0.001569122;0.001265292;9.93E-04;7.95E-04;5.57E-04;EJ;gas;no CCS;b natural gas;Texas
Reference;TX;gas_subpeak_CC;0.015837094;0.036201178;0.029062907;0.018612739;0.016139772;0.014965148;0.013284431;0.011290597;0.009201382;0.008030445;0.006609406;EJ;gas;no CCS;b natural gas;Texas
Reference;TX;gas_subpeak_steam/CT;0.01173247;0.01273343;0.02252569;0.009837302;0.00840978;0.007559401;0.006307366;0.005295222;0.00439638;0.00426291;0.003587341;EJ;gas;no CCS;b natural gas;Texas
Reference;TX;hydro_base;0.006087;0.0048942;0.0046094;0.0034902;0.0040755;0.0040692;0.0040648;0.0040654;0.0040563;0.0040223;0.0040268;EJ;hydro;no CCS;f hydro;Texas
Reference;TX;nuc_base_Gen II;0.0605242;0.142692;0.154693;0.147552;0.147547;0.147546;0.147545;0.147542;0.147538;0.14753;0.0337644;EJ;nuclear;no CCS;e nuclear;Texas
Reference;TX;nuc_base_Gen III;0;0;0;0;0;0;0.00906185;0.01762669;0.02687769;0.04098502;0.06070223;EJ;nuclear;no CCS;e nuclear;Texas
Reference;TX;refined liquids_base_steam/CT;2.03E-04;6.56E-04;0.00255757;4.73E-04;1.72E-05;1.36E-05;1.07E-05;7.56E-06;5.97E-06;4.17E-06;3.99E-06;EJ;refined liquids;no CCS;refined liquids;Texas
Reference;TX;refined liquids_int_steam/CT;0.001621039;0.00524539;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Texas
Reference;TX;refined liquids_subpeak_steam/CT;2.03E-04;6.56E-04;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Texas
Reference;TX;rooftop_pv;0;0;0;0;0.00237848;0.00619984;0.0116725;0.0106304;0.00932685;0.00817367;0.0103528;EJ;rooftop_pv;no CCS;h solar;Texas
Reference;TX;wind_base;0;0.015314;0.0950115;0.0980095;0.1453755;0.2018545;0.2662477;0.3315036;0.4034098;0.4350623;0.5485023;EJ;wind;no CCS;g wind;Texas
Reference;TX;wind_base_offshore;0;0;0;0;0;0.00237936;0.00866498;0.01606991;0.02548473;0.04300813;0.06551047;EJ;wind;no CCS;g wind;Texas
Reference;TX;wind_base_storage;0;0;0;0;9.52E-04;0.001931932;0.002927454;0.003853545;0.004829509;0.006319529;0.007378951;EJ;wind;no CCS;g wind;Texas
Reference;TX;wind_int;0;0;0;0.0408373;0.0408373;0.0408373;0.0408373;0.0408373;0.0408373;0;0;EJ;wind;no CCS;g wind;Texas
Reference;TX;wind_subpeak;0;0;0;0.0245024;0.0245024;0.0245024;0.0245024;0.0245024;0.0245024;0;0;EJ;wind;no CCS;g wind;Texas
Reference;UT;CSP_base_storage;0;0;0;0;1.81E-04;3.63E-04;5.95E-04;7.76E-04;9.58E-04;0.001272245;0.001324697;EJ;solar;no CCS;h solar;Northwest
Reference;UT;CSP_int;0;0;0;0;0.00736756;0.0115594;0.0170095;0.02287658;0.02970328;0.03616854;0.04263078;EJ;solar;no CCS;h solar;Northwest
Reference;UT;CSP_peak;0;0;0;0;3.74E-05;6.04E-05;9.36E-05;1.27E-04;1.66E-04;2.08E-04;2.72E-04;EJ;solar;no CCS;h solar;Northwest
Reference;UT;CSP_subpeak;1.04E-04;9.36E-05;1.38E-04;5.57E-04;7.91E-04;9.57E-04;0.001203826;0.001448132;0.00173911;0.001851136;0.002299018;EJ;solar;no CCS;h solar;Northwest
Reference;UT;PV_base_storage;0;0;0;0;3.01E-05;6.30E-05;1.07E-04;1.41E-04;1.77E-04;2.39E-04;2.55E-04;EJ;solar;no CCS;h solar;Northwest
Reference;UT;PV_int;0;0;0;0;0.0436287;0.069678;0.1013512;0.1303716;0.1584182;0.181529;0.1866335;EJ;solar;no CCS;h solar;Northwest
Reference;UT;PV_peak;0;0;0;0;2.22E-04;3.64E-04;5.57E-04;7.20E-04;8.82E-04;0.001032976;0.001168037;EJ;solar;no CCS;h solar;Northwest
Reference;UT;PV_subpeak;0;0;0;1.51E-04;0.001537188;0.002569188;0.004004128;0.005212548;0.006407998;0.0086478;0.00966455;EJ;solar;no CCS;h solar;Northwest
Reference;UT;biomass_base_IGCC;0;0;0;0;2.60E-05;6.33E-05;1.07E-04;1.48E-04;1.95E-04;3.16E-04;3.84E-04;EJ;biomass;no CCS;d biomass;Northwest
Reference;UT;biomass_base_conv;0;1.07E-04;1.52E-04;1.48E-04;6.98E-05;1.25E-04;1.79E-04;2.18E-04;2.60E-04;4.08E-04;4.44E-04;EJ;biomass;no CCS;d biomass;Northwest
Reference;UT;biomass_int_IGCC;0;0;0;0;3.84E-05;6.20E-05;8.56E-05;1.17E-04;1.61E-04;2.08E-04;3.27E-04;EJ;biomass;no CCS;d biomass;Northwest
Reference;UT;biomass_int_conv;0;1.07E-04;1.52E-04;1.48E-04;1.71E-04;2.39E-04;2.70E-04;3.27E-04;4.01E-04;4.75E-04;6.88E-04;EJ;biomass;no CCS;d biomass;Northwest
Reference;UT;coal_base_conv pul;0.0343004;0.0407967;0.0298733;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_base_conv pul 1971-1975;0;0;0;0.00226109;0.00225904;0.00225755;0.00225136;0.002225;0.00211598;0.00173531;9.61E-04;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_base_conv pul 1976-1980;0;0;0;0.00659082;0.0065856;0.00658392;0.00657777;0.00655328;0.00645173;0.0060343;0.00467952;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_base_conv pul 1981-1985;0;0;0;0.00250773;0.00250583;0.0025055;0.00250452;0.0025013;0.00248932;0.00243766;0.00223118;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_base_conv pul 1986-1990;0;0;0;0.0103169;0.0101047;0.00945102;0.00732763;0.00365131;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_base_conv pul 1991-1995;0;0;0;3.50E-04;3.50E-04;3.50E-04;3.50E-04;3.50E-04;3.50E-04;3.49E-04;3.47E-04;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_base_conv pul_retire_2020;0.00704355;0.00837755;0.00613446;0.00452322;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_int_conv pul;0.0506885;0.0733636;0.0747606;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_int_conv pul 1971-1975;0;0;0;0.00767608;0.00767393;0.00766955;0.00764912;0.00756111;0.0071913;0.00589819;0.00326599;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_int_conv pul 1976-1980;0;0;0;0.0223749;0.0223712;0.0223675;0.0223484;0.0222697;0.0219267;0.0205102;0.0159044;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_int_conv pul 1981-1985;0;0;0;0.00851337;0.00851227;0.00851189;0.00850927;0.00850005;0.00846014;0.00828543;0.00758313;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_int_conv pul 1986-1990;0;0;0;0.0350243;0.0343255;0.0321078;0.0248961;0.0124081;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_int_conv pul 1991-1995;0;0;0;0.00118989;0.00118975;0.00118976;0.00118965;0.00118954;0.00118917;0.00118749;0.00117995;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_int_conv pul_retire_2020;0.0104088;0.0150651;0.015352;0.0153557;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_peak_conv pul;0.00137028;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_peak_conv pul_retire_2020;2.81E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_subpeak_conv pul;0.00962124;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;coal_subpeak_conv pul_retire_2020;0.00197571;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;UT;gas_base_CC;0;0;0.00338951;0.00410674;0.00714709;0.01319304;0.02207741;0.029061144;0.036142232;0.049047653;0.056720131;EJ;gas;no CCS;b natural gas;Northwest
Reference;UT;gas_int_CC;2.08E-04;0.00394302;0.0150249;0.01950817;0.04177594;0.05562501;0.06984777;0.08340657;0.09821818;0.11114418;0.13803323;EJ;gas;no CCS;b natural gas;Northwest
Reference;UT;gas_peak_CC;5.70E-06;1.39E-04;2.31E-04;3.82E-04;3.23E-04;2.93E-04;2.54E-04;2.11E-04;1.66E-04;1.22E-04;8.61E-05;EJ;gas;no CCS;b natural gas;Northwest
Reference;UT;gas_peak_steam/CT;4.20E-06;4.88E-05;1.79E-04;2.02E-04;1.46E-04;1.24E-04;9.79E-05;8.03E-05;6.36E-05;4.70E-05;3.04E-05;EJ;gas;no CCS;b natural gas;Northwest
Reference;UT;gas_subpeak_CC;3.97E-05;9.69E-04;0.002082687;0.002020572;0.001773323;0.001646896;0.001465621;0.001256955;0.001038731;8.66E-04;7.22E-04;EJ;gas;no CCS;b natural gas;Northwest
Reference;UT;gas_subpeak_steam/CT;2.94E-05;3.41E-04;0.00161419;0.00106788;8.80E-04;7.81E-04;6.46E-04;5.59E-04;4.79E-04;4.23E-04;3.50E-04;EJ;gas;no CCS;b natural gas;Northwest
Reference;UT;geo_base;5.67E-04;7.60E-04;0.0011515;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;EJ;geothermal;no CCS;i geothermal;Northwest
Reference;UT;hydro_base;0.00130073;0.0028813;0.0025406;0.0028053;0.0032757;0.0032707;0.0032672;0.0032676;0.0032603;0.003233;0.0032366;EJ;hydro;no CCS;f hydro;Northwest
Reference;UT;hydro_int;4.25E-04;0;0;0;0;0;0;0;0;0;0;EJ;hydro;no CCS;f hydro;Northwest
Reference;UT;refined liquids_base_steam/CT;0;0;0;7.67E-05;5.02E-06;3.47E-06;2.31E-06;1.67E-06;1.28E-06;9.52E-07;7.66E-07;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;UT;refined liquids_int_steam/CT;1.37E-04;1.28E-04;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;UT;refined liquids_peak_steam/CT;0;0;9.12E-05;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;UT;refined liquids_subpeak_steam/CT;3.42E-05;3.21E-05;9.12E-05;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;UT;rooftop_pv;0;0;0;0;1.84E-04;3.55E-04;5.50E-04;6.17E-04;7.29E-04;8.83E-04;0.00109172;EJ;rooftop_pv;no CCS;h solar;Northwest
Reference;UT;wind_base;0;0;0.0016205;0.00228211;0.00619654;0.01458616;0.02584326;0.03526709;0.04497491;0.0598216;0.06864217;EJ;wind;no CCS;g wind;Northwest
Reference;UT;wind_base_storage;0;0;0;0;9.23E-05;2.76E-04;5.13E-04;7.04E-04;8.97E-04;0.001233354;0.001391652;EJ;wind;no CCS;g wind;Northwest
Reference;VA;PV_base_storage;0;0;0;0;7.11E-05;9.94E-05;1.44E-04;2.07E-04;2.84E-04;3.58E-04;3.57E-04;EJ;solar;no CCS;h solar;Southeast
Reference;VA;PV_int;0;0;0;0;0.0050539;0.01083301;0.02336481;0.03488891;0.04523171;0.0536137;0.05824776;EJ;solar;no CCS;h solar;Southeast
Reference;VA;PV_peak;0;0;0;0;3.56E-04;6.39E-04;0.001069415;0.00144489;0.001804439;0.002120512;0.002357623;EJ;solar;no CCS;h solar;Southeast
Reference;VA;PV_subpeak;0;0;0;0;0.00195692;0.00375461;0.00660727;0.00909363;0.01144637;0.01417275;0.01563089;EJ;solar;no CCS;h solar;Southeast
Reference;VA;biomass_base_IGCC;0;0;0;0;1.73E-04;2.09E-04;3.22E-04;5.06E-04;7.46E-04;9.79E-04;0.00124451;EJ;biomass;no CCS;d biomass;Southeast
Reference;VA;biomass_base_conv;8.30E-04;0.001897314;0.001998178;0.00398527;7.94E-04;0.001026429;0.001232332;0.001300885;0.001387329;0.001469176;0.001639649;EJ;biomass;no CCS;d biomass;Southeast
Reference;VA;biomass_int_IGCC;0;0;0;0;1.11E-04;1.73E-04;2.47E-04;3.24E-04;4.15E-04;5.07E-04;6.30E-04;EJ;biomass;no CCS;d biomass;Southeast
Reference;VA;biomass_int_conv;8.30E-04;0.001897313;0.001998178;0.00398527;0.002004225;0.002485232;0.002122907;0.00204443;0.001965243;0.001885402;0.001882113;EJ;biomass;no CCS;d biomass;Southeast
Reference;VA;coal_base_conv pul;0.02063652;0.0393598;0.0305854;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 1951-1955;0;0;0;3.16E-04;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 1956-1960;0;0;0;0.001574657;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 1961-1965;0;0;0;0.00238756;0.0023763;0.00235634;0.00226974;0.001947217;0.001190764;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 1966-1970;0;0;0;0.00389908;0.00388816;0.00388122;0.00384847;0.00370506;0.00317974;0.001944686;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 1986-1990;0;0;0;8.92E-04;8.16E-04;6.33E-04;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 1991-1995;0;0;0;0.00553419;0.00552135;0.00552081;0.00551552;0.00548716;0.00537338;0.00491814;0.00356501;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 1996-2000;0;0;0;0.00690224;0.00688671;0.00688764;0.00688825;0.00688497;0.00688325;0.0068781;0.0068555;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul 2011-2015;0;0;0;0.01032776;0.01030452;0.01030593;0.01030694;0.01030243;0.01030162;0.01030186;0.01030344;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_base_conv pul_retire_2020;0.01778357;0.0339185;0.0263571;0.0274332;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul;0.0238415;0.0339683;0.0235111;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 1951-1955;0;0;0;4.67E-05;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 1956-1960;0;0;0;2.32E-04;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 1961-1965;0;0;0;3.52E-04;3.51E-04;3.48E-04;3.35E-04;2.88E-04;1.76E-04;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 1966-1970;0;0;0;5.75E-04;5.75E-04;5.74E-04;5.69E-04;5.48E-04;4.70E-04;2.87E-04;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 1986-1990;0;0;0;1.32E-04;1.21E-04;9.36E-05;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 1991-1995;0;0;0;8.17E-04;8.16E-04;8.16E-04;8.15E-04;8.11E-04;7.94E-04;7.27E-04;5.27E-04;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 1996-2000;0;0;0;0.001018349;0.001017986;0.001017962;0.001017655;0.001017545;0.001017477;0.001016784;0.001013296;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul 2011-2015;0;0;0;0.001523746;0.001523203;0.001523171;0.001522724;0.001522617;0.001522778;0.001522914;0.00152293;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_int_conv pul_retire_2020;0.02054554;0.0292724;0.02026084;0.00404746;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_peak_conv pul;1.88E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_peak_conv pul_retire_2020;1.62E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_subpeak_conv pul;0.001395758;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;coal_subpeak_conv pul_retire_2020;0.0012028;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
Reference;VA;gas_base_CC;0;0;0.00973221;0.00549272;0.01970351;0.02874043;0.046288037;0.072059681;0.103465319;0.132538331;0.15798764;EJ;gas;no CCS;b natural gas;Southeast
