scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;technology;CCS;technology_code;grid
CO2B;AR;gas_peak_CC;2.59E-04;7.11E-04;2.02E-04;5.00E-04;4.25E-04;3.87E-04;3.00E-04;2.20E-04;1.37E-04;3.15E-05;9.34E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AR;gas_peak_CC_CCS;0;0.00E+00;0;0;0;0;6.81E-08;1.77E-07;3.53E-07;8.06E-07;1.69E-06;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;AR;gas_peak_steam/CT;1.92E-04;2.50E-04;1.57E-04;2.64E-04;2.09E-04;1.79E-04;5.77E-05;2.93E-05;1.28E-05;2.59E-06;1.78E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AR;gas_subpeak_CC;0.0017208;0.00472862;0.00412226;0.0033731;0.002931398;0.002704962;0.002181056;0.001685686;0.001142768;3.45E-04;1.32E-04;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AR;gas_subpeak_CC_CCS;0;0;0;0;0;0;3.85E-06;1.02E-05;2.04E-05;5.11E-05;9.93E-05;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;AR;gas_subpeak_steam/CT;0.00127478;0.001663304;3.20E-03;0.00178275;0.001508625;0.001327746;5.00E-04;2.79E-04;1.37E-04;4.22E-05;2.83E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AR;hydro_base;0.0124031;0.0113216;0.0133666;0.0130245;1.52E-02;0.0151853;0.0151688;0.015171;0.015137;0.0150101;0.0150268;EJ;hydro;no CCS;f hydro;Southeast
CO2B;AR;nuc_base_Gen II;0.0430551;0.0510939;0.0562232;0.0518835;0.0518821;0.051848;0.0506011;0.0266031;0;0;0;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B;AR;nuc_base_Gen III;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;5.92E-03;1.80E-02;2.99E-02;4.81E-02;7.13E-02;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B;AR;refined liquids_base_steam/CT;0;0;0.00E+00;2.26E-04;2.63E-05;2.10E-05;3.25E-05;2.11E-05;6.45E-06;6.41E-07;1.12E-07;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AR;refined liquids_int_steam/CT;2.55E-04;5.55E-04;0.00E+00;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AR;refined liquids_peak_steam/CT;0;0;8.61E-05;0;0;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AR;refined liquids_subpeak_steam/CT;6.36E-05;1.39E-04;8.61E-05;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AR;rooftop_pv;0;0;0;0;1.60E-04;4.66E-04;0.00227837;0.00287062;0.00414999;0.00543086;0.00571072;EJ;rooftop_pv;no CCS;h solar;Southeast
CO2B;AR;wind_base;0.00E+00;0.00E+00;0.00E+00;0;0.00728369;0.01349409;0.04677829;0.10595489;0.15636559;0.21726599;0.2791233;EJ;wind;no CCS;g wind;Southeast
CO2B;AR;wind_base_storage;0;0;0;0;1.82E-04;3.19E-04;1.06E-03;2.48E-03;3.85E-03;0.005818611;0.008055076;EJ;wind;no CCS;g wind;Southeast
CO2B;AZ;CSP_base_storage;0;0;0;0;0.00166444;0.002270889;0.004852309;0.007143079;0.009324149;0.013968229;0.019690959;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;CSP_int;0;0;0;0;0.001360796;0.002829582;0.010044242;0.021289562;0.035459422;0.062877222;0.089963626;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;CSP_peak;0.00E+00;0.00E+00;0;0;1.06E-04;1.98E-04;4.59E-04;7.15E-04;0.001086528;0.001710388;0.002571205;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;CSP_subpeak;2.58E-04;2.32E-04;3.42E-04;0.00137797;0.001661244;0.002079986;0.003018748;0.004004496;0.00576959;0.01380008;0.018917466;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;PV_base_storage;0;0;0;0;2.44E-04;3.42E-04;7.75E-04;0.001168877;0.001549544;0.002368768;0.003436787;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;PV_int;0;0.00E+00;0;0;0.00648814;0.01403017;0.03864067;0.06001057;0.08174707;0.11797417;0.14475383;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;PV_peak;0;0;0;0.00E+00;5.07E-04;9.80E-04;0.001869854;0.002355665;0.002925636;0.003749945;0.004373718;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;PV_subpeak;0;4.66E-05;1.44E-04;0.016226;0.01757662;0.01972681;0.02292909;0.02480234;0.02750998;0.02371538;0.02868059;EJ;solar;no CCS;h solar;Southeast
CO2B;AZ;biomass_base_IGCC;0.00E+00;0;0;0;1.39E-04;1.89E-04;4.77E-04;4.22E-04;1.50E-04;8.68E-05;7.84E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B;AZ;biomass_base_IGCC_CCS;0;0.00E+00;0.00E+00;0;0;0;3.87E-04;0.001502368;0.00321263;0.007516393;0.017391703;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;AZ;biomass_base_conv;0;8.88E-05;2.49E-04;4.64E-04;3.39E-04;3.57E-04;9.46E-04;4.82E-04;1.39E-04;6.70E-05;5.58E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B;AZ;biomass_base_conv_CCS;0;0;0;0;0;0.00E+00;7.66E-04;3.87E-03;8.41E-03;0.017810486;0.039759486;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;AZ;biomass_int_IGCC;0;0;0;0;1.78E-05;3.17E-05;6.09E-05;9.05E-05;6.55E-05;5.76E-05;4.38E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B;AZ;biomass_int_IGCC_CCS;0;0;0;0;0;0;1.91E-05;6.73E-05;1.58E-04;4.42E-04;8.65E-04;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;AZ;biomass_int_conv;0.00E+00;8.88E-05;2.49E-04;4.64E-04;2.27E-04;2.98E-04;4.16E-04;2.47E-04;9.18E-05;6.26E-05;4.14E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B;AZ;biomass_int_conv_CCS;0;0;0;0;0;0.00E+00;3.68E-05;1.37E-04;3.20E-04;8.58E-04;0.001651328;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B;AZ;coal_base_IGCC_CCS;0;0;0;0;0;0;0.00446811;0.00808873;0.01108083;0.01392698;0.016370722;EJ;coal;w/ CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul;5.90E-02;0.08769013;0.09652673;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul 1961-1965;0.00E+00;0.00E+00;0.00E+00;1.40E-03;0.001397287;0.001381191;4.74E-04;2.87E-05;1.35E-06;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul 1971-1975;0;0;0;0.02565;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul 1976-1980;0;0;0;0.02927939;0.02920062;0.02895011;0.010071978;6.37E-04;3.32E-05;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul 1981-1985;0;0;0;0.01313648;0.013133341;0.013132144;0.004742411;3.49E-04;2.96E-05;9.00E-07;1.51E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul 1986-1990;0;0;0.00E+00;7.90E-03;0.00789873;0.007898323;0.002852891;2.10E-04;1.79E-05;5.54E-07;9.99E-08;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul 2006-2010;0;0;0;0.014091233;0.01408819;1.41E-02;5.09E-03;3.75E-04;3.20E-05;9.92E-07;1.82E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul_CCS;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;5.05E-03;8.83E-03;1.17E-02;1.31E-02;1.38E-02;EJ;coal;w/ CCS;c coal;Southeast
CO2B;AZ;coal_base_conv pul_retire_2020;0.010407818;0.015464521;1.70E-02;1.61E-02;0.00E+00;0.00E+00;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_IGCC_CCS;0;0;0;0.00E+00;0.00E+00;0;2.30E-04;6.19E-04;0.001166366;0.002245848;0.003264017;EJ;coal;w/ CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul;0.04091746;0.04219237;0.04462603;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul 1961-1965;0;0;0;4.35E-04;4.33E-04;4.28E-04;2.63E-04;4.17E-05;3.12E-06;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul 1971-1975;0;0;0;0.007950612;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul 1976-1980;0;0;0;9.08E-03;0.009052853;0.008975559;0.005579116;9.27E-04;7.66E-05;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul 1981-1985;0;0;0;0.004071847;0.004071642;4.07E-03;2.63E-03;5.08E-04;6.83E-05;3.08E-06;5.00E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul 1986-1990;0;0;0;0.00244888;0.002448783;0.002448761;0.00158029;3.06E-04;4.13E-05;1.89E-06;3.31E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul 2006-2010;0;0.00E+00;0;0.0043678;0.004367648;0.004367637;0.002818725;5.46E-04;7.37E-05;3.39E-06;6.02E-07;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul_CCS;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0;2.72E-04;7.01E-04;0.001269836;0.002313314;0.003213291;EJ;coal;w/ CCS;c coal;Southeast
CO2B;AZ;coal_int_conv pul_retire_2020;0.007215963;0.007440784;0.007869963;0.004999525;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_peak_conv pul;5.41E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_peak_conv pul_retire_2020;9.55E-05;0.00E+00;0.00E+00;0.00E+00;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_subpeak_conv pul;0.003596935;0;0;0.00E+00;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;coal_subpeak_conv pul_retire_2020;6.34E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B;AZ;gas_base_CC;0.00115952;0.0142723;0.015378;0;0.03442484;0.05564468;0.06656464;0.04734337;0.019932297;0.004337099;0.002758963;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AZ;gas_base_CC_CCS;0;0;0;0;0;0;0.01515036;0.02724406;0.03969227;0.06253879;0.0944091;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;AZ;gas_int_CC;4.89E-03;6.01E-02;6.90E-02;0.11218;0.1093551;0.10950524;0.09396843;0.07492305;0.04803011;0.013156271;0.004782179;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AZ;gas_int_CC_CCS;0;0;0;0;0;0.00E+00;2.48E-03;6.28E-03;1.16E-02;0.02315975;0.03522295;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;AZ;gas_peak_CC;1.26E-04;0.00199087;0.00138552;0.00182304;0.001540165;0.001398275;0.001022673;6.53E-04;2.77E-04;3.27E-05;1.03E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AZ;gas_peak_CC_CCS;0;0;0;0;0;0;3.15E-07;6.51E-07;1.22E-06;2.31E-06;3.96E-06;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;AZ;gas_peak_steam/CT;9.30E-05;7.00E-04;1.07E-03;9.64E-04;7.07E-04;5.95E-04;1.71E-04;6.70E-05;1.96E-05;4.08E-06;3.11E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AZ;gas_subpeak_CC;8.27E-04;0.0131152;0.00865865;0.00350612;0.00301859;0.002833185;0.002241054;0.001586527;8.29E-04;3.64E-04;1.20E-04;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AZ;gas_subpeak_CC_CCS;0;0;0;0;0;0;1.02E-05;2.15E-05;4.48E-05;1.81E-04;2.54E-04;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B;AZ;gas_subpeak_steam/CT;6.13E-04;0.00461317;0.00671101;0.00185306;0.001447175;0.001314213;4.75E-04;2.18E-04;9.73E-05;1.24E-04;4.14E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B;AZ;hydro_base;0.0251735;0.0235432;0.0241914;0.0238498;0.0278494;0.0278066;0.0277763;0.0277804;0.0277182;0.0274857;0.0275163;EJ;hydro;no CCS;f hydro;Southeast
CO2B;AZ;nuc_base_Gen II;0.0786024;0.0963203;0.116766;0.121953;0.121952;1.22E-01;1.22E-01;1.22E-01;1.22E-01;1.22E-01;0.00E+00;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B;AZ;nuc_base_Gen III;0;0;0;0;0;0;0.0202854;0.0388691;0.0570649;0.0966907;0.1609228;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B;AZ;refined liquids_base_steam/CT;0;0.00E+00;0.00E+00;4.23E-05;3.61E-06;2.31E-06;2.42E-06;2.05E-06;6.53E-07;6.05E-08;1.35E-08;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AZ;refined liquids_int_steam/CT;0;0;0;1.69E-04;5.91E-05;4.53E-05;2.63E-05;3.14E-05;1.60E-05;2.56E-06;5.71E-07;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AZ;refined liquids_peak_steam/CT;0;0;1.32E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AZ;refined liquids_subpeak_steam/CT;4.30E-04;1.70E-04;1.32E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B;AZ;rooftop_pv;0;0;0;0;0.00799673;0.012879;0.0162986;0.0255758;0.0330982;0.0295724;0.0260307;EJ;rooftop_pv;no CCS;h solar;Southeast
CO2B;AZ;wind_base;0.00E+00;0.00E+00;2.93E-04;1.65E-03;0.02141366;0.03785826;0.08381486;0.11431746;0.14041306;0.1881611;0.2342338;EJ;wind;no CCS;g wind;Southeast
CO2B;AZ;wind_base_storage;0;0;0;0;5.58E-04;9.90E-04;0.00276073;0.00430486;0.00577258;0.00884358;0.013036247;EJ;wind;no CCS;g wind;Southeast
CO2B;AZ;wind_int;0;0;1.22E-04;0;0;0;0;0;0;0;0;EJ;wind;no CCS;g wind;Southeast
CO2B;AZ;wind_subpeak;0;0.00E+00;7.32E-05;0;0;0;0;0;0;0;0;EJ;wind;no CCS;g wind;Southeast
CO2B;CA;CSP_base_storage;0;0;0;0.00E+00;2.03E-04;0.001706566;0.004104836;0.008370906;0.012767446;0.021973926;0.03243502;EJ;solar;no CCS;h solar;California
CO2B;CA;CSP_int;0;0;0;7.46E-04;0.00162359;3.95E-03;1.65E-02;3.87E-02;6.69E-02;1.36E-01;0.20192032;EJ;solar;no CCS;h solar;California
CO2B;CA;CSP_peak;0;0;0;0;1.01E-04;1.73E-04;4.94E-04;9.14E-04;0.001388762;0.002240382;0.003492811;EJ;solar;no CCS;h solar;California
CO2B;CA;CSP_subpeak;1.75E-04;1.57E-04;2.31E-04;1.86E-04;1.79E-04;3.61E-04;0.001959158;0.004215398;0.007043878;0.017832929;0.025876729;EJ;solar;no CCS;h solar;California
CO2B;CA;PV_base_storage;0;0;0;0;3.58E-05;3.27E-04;8.09E-04;0.001687662;0.002608129;0.004557859;0.006798899;EJ;solar;no CCS;h solar;California
CO2B;CA;PV_int;0;0;0;0.0555926;0.05999517;7.20E-02;1.10E-01;1.58E-01;2.14E-01;2.77E-01;3.73E-01;EJ;solar;no CCS;h solar;California
CO2B;CA;PV_peak;0;0;0;0;5.08E-04;8.77E-04;0.001860367;0.002765901;0.003700673;0.005147003;0.006681281;EJ;solar;no CCS;h solar;California
CO2B;CA;PV_subpeak;1.08E-05;0.00183974;0.00699936;0.0138982;0.0133117;0.014799551;0.019689901;0.024556541;0.030123131;0.034865031;0.047001831;EJ;solar;no CCS;h solar;California
CO2B;CA;biomass_base_IGCC;0.00E+00;0.00E+00;0.00E+00;0.00E+00;1.11E-04;0.001184393;0.001848009;0.002035435;6.68E-04;3.07E-04;1.82E-04;EJ;biomass;no CCS;d biomass;California
CO2B;CA;biomass_base_IGCC_CCS;0;0;0;0;0;0.00E+00;1.06E-03;6.03E-03;1.30E-02;0.027759194;0.049365854;EJ;biomass;w/ CCS;d biomass;California
CO2B;CA;biomass_base_conv;0.00894386;0.01007163;0.00968785;0.00898001;0.001777801;0.004441577;0.007491905;0.002669799;5.71E-04;2.23E-04;1.22E-04;EJ;biomass;no CCS;d biomass;California
CO2B;CA;biomass_base_conv_CCS;0;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.002060261;0.015704651;0.033503738;0.064155131;0.108353531;EJ;biomass;w/ CCS;d biomass;California
CO2B;CA;biomass_int_IGCC;0;0;0;0;3.96E-05;1.38E-04;3.57E-04;6.29E-04;4.40E-04;3.82E-04;2.32E-04;EJ;biomass;no CCS;d biomass;California
CO2B;CA;biomass_int_IGCC_CCS;0;0;0;0;0;0;1.46E-04;5.22E-04;0.001121632;0.002988574;0.005182516;EJ;biomass;w/ CCS;d biomass;California
CO2B;CA;biomass_int_conv;0.00894359;0.01007189;0.00968815;0.00898017;0.003902051;0.005041363;0.00652307;0.002716959;6.14E-04;3.92E-04;2.07E-04;EJ;biomass;no CCS;d biomass;California
CO2B;CA;biomass_int_conv_CCS;0;0;0;0;0;0;2.73E-04;0.001033805;0.00220807;0.005599099;0.009508395;EJ;biomass;w/ CCS;d biomass;California
CO2B;CA;coal_base_IGCC_CCS;0;0;0;0;0;0;0.002987681;0.007902045;0.012229541;0.016459783;0.017273933;EJ;coal;w/ CCS;c coal;California
CO2B;CA;coal_base_conv pul;0.006637085;0.006131157;0.007046554;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;California
CO2B;CA;coal_base_conv pul_CCS;0;0;0;0;0;0;0.003200796;0.008107447;0.011989513;0.014354876;0.013459776;EJ;coal;w/ CCS;c coal;California
CO2B;CA;coal_int_IGCC_CCS;0;0;0;0;0;0;3.86E-04;0.001176574;0.002274427;0.004684032;0.006435176;EJ;coal;w/ CCS;c coal;California
CO2B;CA;coal_int_conv pul;3.49E-04;0.001532855;0.001039651;0.00E+00;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;California
CO2B;CA;coal_int_conv pul_CCS;0;0;0;0;0;0;4.45E-04;0.001297576;0.00240935;0.004633627;0.005931906;EJ;coal;w/ CCS;c coal;California
CO2B;CA;gas_base_CC;0.034883349;0.067318133;0.098441309;0.211484443;0.148542517;0.184693872;0.145852789;0.077118799;0.029819837;0.007187554;0.003591557;EJ;gas;no CCS;b natural gas;California
CO2B;CA;gas_base_CC_CCS;0;0;0.00E+00;0;0;0;0.010074331;0.02666011;0.044343097;0.07721561;0.106088099;EJ;gas;w/ CCS;b natural gas;California
CO2B;CA;gas_int_CC;1.46E-01;2.09E-01;2.19E-01;0.163260809;0.132908292;0.126723886;0.101900587;0.075214952;0.042716767;0.014171771;0.00624211;EJ;gas;no CCS;b natural gas;California
CO2B;CA;gas_int_CC_CCS;0;0;0;0;0;0.00E+00;0.00365548;0.010485478;0.020028543;0.043321444;0.064300341;EJ;gas;w/ CCS;b natural gas;California
CO2B;CA;gas_peak_CC;0.001474948;0.00255196;0.001958425;0.002264369;0.001826153;0.001639732;0.001138247;6.55E-04;2.32E-04;2.56E-05;1.07E-05;EJ;gas;no CCS;b natural gas;California
CO2B;CA;gas_peak_CC_CCS;0;0;0;0;0;0;4.03E-07;1.00E-06;1.77E-06;3.11E-06;5.11E-06;EJ;gas;w/ CCS;b natural gas;California
CO2B;CA;gas_peak_steam/CT;1.09E-03;8.98E-04;0.001517943;0.001196734;5.69E-04;4.58E-04;1.48E-04;5.53E-05;1.59E-05;4.52E-06;4.03E-06;EJ;gas;no CCS;b natural gas;California
CO2B;CA;gas_subpeak_CC;0.009478426;0.016249353;0.010027313;0.007088685;0.005683903;5.41E-03;3.92E-03;2.51E-03;1.07E-03;3.74E-04;1.51E-04;EJ;gas;no CCS;b natural gas;California
CO2B;CA;gas_subpeak_CC_CCS;0;0;0;0;0;0;1.71E-05;4.41E-05;8.17E-05;2.24E-04;3.11E-04;EJ;gas;w/ CCS;b natural gas;California
CO2B;CA;gas_subpeak_steam/CT;0.007021814;0.005715604;0.007771823;0.003746583;0.002463037;0.002090003;6.28E-04;2.89E-04;1.26E-04;1.32E-04;5.64E-05;EJ;gas;no CCS;b natural gas;California
CO2B;CA;geo_base;5.42E-02;5.35E-02;5.24E-02;0.0503294;0.0503294;0.0503294;0.0503294;0.0503294;0.0503294;0.0503294;0.0503294;EJ;geothermal;no CCS;i geothermal;California
CO2B;CA;hydro_base;0.0807207;0.145543;0.122102;0.0503768;0.0588249;0.0587346;0.0586706;0.0586792;0.0585478;0.0580568;0.0581214;EJ;hydro;no CCS;f hydro;California
CO2B;CA;nuc_base_Gen II;0.124765;0.134934;0.120505;0.0693808;0.0693806;0;0;0;0;0;0;EJ;nuclear;no CCS;e nuclear;California
CO2B;CA;nuc_base_Gen III;0;0;0;0;0;0;0.0187379;0.0531902;0.0897589;0.1682395;0.2611107;EJ;nuclear;no CCS;e nuclear;California
CO2B;CA;refined liquids_base_steam/CT;0.00180183;8.76E-04;0.00500931;1.55E-04;1.12E-05;1.00E-05;1.05E-05;7.16E-06;2.34E-06;2.42E-07;5.06E-08;EJ;refined liquids;no CCS;refined liquids;California
CO2B;CA;refined liquids_int_steam/CT;0.0144141;0.00700518;0;0;0;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;EJ;refined liquids;no CCS;refined liquids;California
CO2B;CA;refined liquids_subpeak_steam/CT;0.00180178;8.76E-04;0;0;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0;0;0;EJ;refined liquids;no CCS;refined liquids;California
CO2B;CA;rooftop_pv;0;0;0;0;0.00248744;4.56E-03;1.82E-02;4.11E-02;5.93E-02;6.20E-02;5.83E-02;EJ;rooftop_pv;no CCS;h solar;California
CO2B;CA;wind_base;0.0109208;0.0154038;2.20E-02;0.0445538;4.86E-02;8.97E-02;1.35E-01;1.97E-01;0.25310874;0.31593994;0.4156072;EJ;wind;no CCS;g wind;California
CO2B;CA;wind_base_offshore;0;0;0;0.00E+00;0;0.00338777;0.01309073;0.03096263;0.05064683;0.09401413;0.14165976;EJ;wind;no CCS;g wind;California
CO2B;CA;wind_base_storage;0;0;0;0;1.17E-04;0.00133705;0.00279012;0.00521523;0.00760714;0.01242303;0.01746883;EJ;wind;no CCS;g wind;California
CO2B;CO;CSP_base_storage;0.00E+00;0.00E+00;0.00E+00;0.00E+00;3.23E-04;4.54E-04;0.001317637;0.002081522;0.002802257;0.004370047;0.006451909;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;CSP_int;0;0;0;0;9.53E-04;0.00198393;0.00721049;0.01496953;0.02441427;0.04233881;0.059699358;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;CSP_peak;0;0;0.00E+00;0;4.19E-05;7.76E-05;1.78E-04;2.72E-04;4.07E-04;6.29E-04;9.27E-04;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;CSP_subpeak;1.88E-04;1.69E-04;2.49E-04;0.001005578;0.001092955;0.001233986;0.001580734;0.001930694;0.002538952;0.004713074;0.00642321;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;PV_base_storage;0;0;0;0;6.03E-05;8.68E-05;2.68E-04;4.32E-04;5.90E-04;9.36E-04;0.0014106;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;PV_int;0;0;0;0;0.00654542;0.01421975;0.04175035;0.06482835;0.08694515;0.12250565;0.14840343;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;PV_peak;0;0;0;0.00E+00;2.87E-04;5.54E-04;0.001080713;0.001362332;0.001676834;0.002117738;0.002432565;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;PV_subpeak;0;0;3.89E-04;0.00112537;0.001725587;2.78E-03;4.60E-03;5.64E-03;7.07E-03;0.012249867;0.01483405;EJ;solar;no CCS;h solar;Southwest
CO2B;CO;biomass_base_IGCC;0.00E+00;0.00E+00;0.00E+00;0.00E+00;3.18E-05;4.55E-05;1.52E-04;1.49E-04;5.62E-05;3.35E-05;2.92E-05;EJ;biomass;no CCS;d biomass;Southwest
CO2B;CO;biomass_base_IGCC_CCS;0.00E+00;0.00E+00;0.00E+00;0;0;0;1.48E-04;5.75E-04;0.001222072;0.002884196;0.006559846;EJ;biomass;w/ CCS;d biomass;Southwest
CO2B;CO;biomass_base_conv;1.75E-05;6.86E-05;1.06E-04;1.33E-04;7.94E-05;8.80E-05;2.94E-04;1.71E-04;5.22E-05;2.59E-05;2.08E-05;EJ;biomass;no CCS;d biomass;Southwest
CO2B;CO;biomass_base_conv_CCS;0;0;0;0;0;0;2.94E-04;0.001482317;0.003200011;0.006832623;0.014997393;EJ;biomass;w/ CCS;d biomass;Southwest
CO2B;CO;biomass_int_IGCC;0;0;0;0;1.08E-05;1.99E-05;4.02E-05;6.19E-05;4.62E-05;4.12E-05;3.16E-05;EJ;biomass;no CCS;d biomass;Southwest
CO2B;CO;biomass_int_IGCC_CCS;0;0;0;0;0;0;1.34E-05;4.74E-05;1.12E-04;3.15E-04;6.20E-04;EJ;biomass;w/ CCS;d biomass;Southwest
CO2B;CO;biomass_int_conv;1.75E-05;6.86E-05;1.06E-04;1.33E-04;8.06E-05;1.11E-04;1.75E-04;1.39E-04;6.31E-05;4.48E-05;2.99E-05;EJ;biomass;no CCS;d biomass;Southwest
CO2B;CO;biomass_int_conv_CCS;0;0;0;0;0;0.00E+00;2.57E-05;9.68E-05;2.27E-04;6.12E-04;0.001184408;EJ;biomass;w/ CCS;d biomass;Southwest
CO2B;CO;coal_base_IGCC_CCS;0;0;0;0;0;0;0.001705512;0.003083661;0.004211635;0.005316828;0.006184816;EJ;coal;w/ CCS;c coal;Southwest
CO2B;CO;coal_base_conv pul;0.056402925;0.078794851;0.078382874;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southwest
CO2B;CO;coal_base_conv pul 1956-1960;0.00E+00;0.00E+00;0.00E+00;5.48E-05;3.14E-05;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southwest
CO2B;CO;coal_base_conv pul 1961-1965;0;0;0;0.003009759;0.003003589;0.002984403;0.001047505;6.87E-05;3.92E-06;0;0;EJ;coal;no CCS;c coal;Southwest
CO2B;CO;coal_base_conv pul 1966-1970;0.00E+00;0.00E+00;0.00E+00;9.67E-04;9.66E-04;9.64E-04;3.44E-04;2.41E-05;1.68E-06;2.89E-08;0.00E+00;EJ;coal;no CCS;c coal;Southwest
